B1tc7OHfSps	Definitivamente quieres like o subscripciones de la gente que te vea, en primer lugar te digo que GANOEXCEL es una excelente compañía y su producto mejoro el autismo de mi hija, es una bendición y ahora lo hago como negocio y que crees? Que  en la cuarentena ha crecido mi negocio aún más por el simple hecho de que la gente quiere elevar sus defensas y otra cosa,,,,,, tengo gente en mi generación que no conozco de otros estados, aún así dices que de amigos no crece? Te informo que no tengo amigos ni familiares inscritos
ASi6k8NKjqk	Después de la cuarta semanas como se toma?
gIsNsvKkQwY	Dios lo bendiga Dr Landivar. El café me altera mi sistema nervioso. Con qué otra cosa puedo tomar el hongo ganoderma? Gloria desde Venezuela 🇻🇪
Xgh1cW3kQ20	Disculpen , vi todo el video pero no entendí donde esta la estafa ? Se de miles de testimonios del producto , hay productos físicos,  creo que estafa piramidal es cuando le pagan a los socios con el dinero de los que entran , aquí hay productos físicos,  y la empresa tiene años en el mercado, cosa que no pasa con los sistemas ponzi, ( no pertenezco a gano excel) pero si consumí productos y familiares y amigos con muy buenos resultados ,
RSKnmoLix8A	Doc! Tenes estudios sobre la Chorella?? Me interesaria un video sobre ella si vale la pena tomarla. Y sobre el cacao! Bueno para no perder la costumbre: Lo Amoooo ❤❤❤❤
U4D7lr4fmLU	Doc. Aldivar gracias por la información estos productos sirven para verrugas genitales?
GxbbUIZrxn4	Doctor Landívar el café que venden DXN tiene los mismos beneficios que usted explico en en su video.?
aCj_oZbPABA	Doctor bienas tardes se puede tomar el café ganoderma si tienes helicobacter pilory y gastritis aguda?
5IvXr19NGEE	Doctor buenos días?         Quieria consultar.                                 que es bueno para flema vengo con este malestar durante 08 años mucho si  acomula en la garganta. / Que producto es bueno DXN.😷🤕
1WEddQb6USI	Doctor el caffe a un con leche lactoso actúa sus beneficios?
1WEddQb6USI	Doctor es bueno para la vesícula el café ganodermo  dos en uno??
gIsNsvKkQwY	Doctor excelente informacion, una consulta y si tienes gastritis crónica? Puedes tomar el café
aCj_oZbPABA	Doctor la ganoderma es bueno para la persona que padece acv???
aCj_oZbPABA	Doctor me podrías decir si el ganoderma con café altera el sistema nervioso ? Muchas gracias
aCj_oZbPABA	Doctor mezcle ganoderma con mi antidepresivo venlafaxina y me sentí fatal, me dio ataques de ansiedad horribles, leí que no deben mezclarse, es cierto??
aCj_oZbPABA	Doctor q m recomienda para gonartrosis ( desgaste de cartílago ? 4' etapa
aCj_oZbPABA	Doctor q me aconseja para desgaste de cartílago (gonartrosis ? Tengo los pies rijidos x momentos y un espantoso dolor
5IvXr19NGEE	Doctor una consulta pero su primer ingrediente es azúcar ??
1WEddQb6USI	Doctor una consulta 🙏 tengo gastritis la bacteria de hace unas semanas y estaba tomando ese café pero por momentos sentía que chocaba a mi estómago, seria recomendable que pueda seguir consumiendo ese café con la bacteria helycobacter q tengo? Lo tomo con espirulina q es verdoso, gracias!
U4D7lr4fmLU	Doctor yo lo tomo para reducir un tumor que tengo de miomas en el útero cuanto tiempo debo tomarlo ? Dios lo bendiga muchas gracias por sus vídeos espero su pronta respuesta
gIsNsvKkQwY	Doctor, el ganoderma será que me ayuda a la circulación?
aCj_oZbPABA	Doctor, y sirve para fibromas uterinos?
U4D7lr4fmLU	Doctor,lo veo desde Jamundí valle del cauca, gracias por sus maravillosos consejos de salud. / Yo tomo en ayunas el jugo de perejil para la presión,puedo consumir éste producto?? / Muchas gracias Dios lo Bendiga
aCj_oZbPABA	Doctor..sirve para cancer de piel?
Xp__l8Rbwwc	Donde consigo el pdf de ese documento que tiene diamante? POrfavorrr
2qSwBHBb83M	Donde consigo el te ganoderma??? Gracias
2qSwBHBb83M	Donde lo puedo conseguir  en Chile ? Por favor
RSKnmoLix8A	Donde los puedo comprar pero de alta calidad?
U4D7lr4fmLU	Donde puedo comprar Ganoderma ??
KeghrBg0yVo	Donde puedo conseguirlo en usa?
2qSwBHBb83M	Donde puedo encontrar eso ?
RSKnmoLix8A	Donde se compran esos hongos naturales?????
KPj6ShsS5KQ	Donde se consigue ganoderma ?
RSKnmoLix8A	Donde se consiguen estos hongos que sean los reales y no que nos engañen vendiendo placebos, podrías aconsejar páginas confiables de donde comprar de forma segura?
m415BL867uw	Donde se encuentran?
U4D7lr4fmLU	Donde see consigue?
aCj_oZbPABA	Dr Castillo ¿Beber gaseosas y bebidas azucaradas aumenta el riesgo de cáncer de colon?
aCj_oZbPABA	Dr Castillo ¿Beber mucho cafe  puede arriresgarme a tener cáncer de colon?
aCj_oZbPABA	Dr Castillo ¿Comer mucho embutido facilita la aparición de cáncer de colon?
aCj_oZbPABA	Dr Castillo ¿Es posible que Ashwagandha nos ayude a dormir si tenemos insomnio?
aCj_oZbPABA	Dr Castillo ¿Es verdad que Ashwagandha aumenta la fuerza muscular de los deportistas ?
aCj_oZbPABA	Dr Castillo ¿Hacer ejercicio físico puede protegerme del cáncer de colon?
aCj_oZbPABA	Dr Castillo ¿La carne rica en grasas animales  puede causar un cáncer de colon?
aCj_oZbPABA	Dr Castillo ¿Puede tomar Ashwagandha si estoy embarazada?
aCj_oZbPABA	Dr Castillo ¿Puede tomarse Ashwagandha para tratar la ansiedad crónica?
aCj_oZbPABA	Dr Castillo ¿Qué es lo mas importante para nunca tener un cáncer de colon?
aCj_oZbPABA	Dr Castillo ¿Qué tengo que hacer si me encuentran polipos en el colon?
aCj_oZbPABA	Dr Castillo ¿Si en mi familia hay casos de cáncer de colon yo también estoy en riesgo de tenerlo?
aCj_oZbPABA	Dr Castillo ¿Si tengo divertículos en el colon tengo mucho riesgo de cáncer?
aCj_oZbPABA	Dr Castillo, he leído que Ashwagandha aumenta la cantidad de espermatozoides ¿es correcto?
aCj_oZbPABA	Dr Castillo, para que neuropatias recomienda tomar la gabapentina?
aCj_oZbPABA	Dr Castillo, ¿la Ashwagandha va bien para el trastorno obsesivo?
aCj_oZbPABA	Dr Castillo, ¿puede hacer un video sobre el autismo infantil? Gracias.
aCj_oZbPABA	Dr Castillo, ¿puede hacer un video sobre qué medicamento va bien para las personas que se vuelven locas? Gracias.
aCj_oZbPABA	Dr Castillo, ¿sirve la Ashwagandha para el trastorno bipolar? Gracias.
aCj_oZbPABA	Dr Castillo, ¿sirve la Ashwagandha para los ataques de pánico? Gracias.
aCj_oZbPABA	Dr el ganó  a que ayuda  a los riñones ?
1WEddQb6USI	Dr landivar..el ganoderma es bueno para ña sinusitis?  Gracias
aCj_oZbPABA	Dr los productos de DXN que se dice son a base de GANODERMA son confiables. Tienen el suficiente ganoderma como completo? Yo lo consumo / Agradecere mucho su respuesta
aCj_oZbPABA	Dr para problemas digestivos gastritis eliminar la helicobater pilory ? / Según hay testimonios de curación con el ganaderma tomado en café .que opinas ?
U4D7lr4fmLU	Dr si tomas medicamentos para la hipertensión está contraindicado el reishi o ganoderma ? Le agradeceria me conteste esta duda saludos
5IvXr19NGEE	Dr tengo metaplasia intestinal y hígado graso en II grado puedo tomar el café ganoderma?
aCj_oZbPABA	Dr y para artritis reumatoide?
aCj_oZbPABA	Dr, el Ganoderma ayudaría para pólipos y Litiasis vesicular ?
1WEddQb6USI	Dr.  porque a mí me causa dificultad para respirar y debilidad muscular?
U4D7lr4fmLU	Dr. / Soy Lucía Nina.  / De República Dominicana.  / Necesito el Ganoderma. Con urgencia. Deme información por favor. Cómo lo consigo?
U4D7lr4fmLU	Dr. Tengo gastritis por reflujo biliar, ya que no tengo vesícula me ayuda el ganoderma?
gIsNsvKkQwY	Dr. Una pregunta, cuánto se le pone ál café y si se puede poner con azúcar morena?,
gIsNsvKkQwY	Dr. Y donde se consigue el polvo del ganoderma?
1WEddQb6USI	Dr. Yo tengo prssion alta colesterol y higado graso puedo tomar los productos de ganoderma?
gIsNsvKkQwY	Dr.Dios lo bendiga..no sabía que el Nescafé es malo.. entonces es mejor el cocechado aki.. Veracruz???
aCj_oZbPABA	Dr.me gustaría q me respondiera esta pregunta.si eh perdido peso por glucemia, puedo tomarlo.?porq escucho q sirve para adelgazar.muchas gracias por su respuesta.
U4D7lr4fmLU	Dónde  la consigo ? Vivo en Vzla.GRACIAS
Ez37UEdrjbo	Dónde está la evidencia que construyó una red de consumo de 60.000 personas en Ganoexcel?
KPj6ShsS5KQ	Dónde lo puedo comprar...? Soy de Tabasco
KPj6ShsS5KQ	Dónde lo puedo conseguir?
XMq1m983RHg	Dónde puedo conseguir el gano café ☕️ en Miami?
b3LN3hl5k7c	Dónde puedo descargar el afiche del porcentaje de Ganoderma?
2qSwBHBb83M	ES LO MISMO QUE DXN?
_mPUaLgHG2k	ESTA MUJER SIGUE VIVA??😢
KeghrBg0yVo	El Ganoderma Lucidum ayuda a la enfermedad del VITILIGO? Me puede ayudar con ese tema por favor?
twOjUb9O5J0	El boli tiene musas incorporadas???
aCj_oZbPABA	El café de Dxn es natural, recomendaría UD tomarlo en el caso de una paciente que está por empezar sus sesiones de quimio?
2qSwBHBb83M	El ganoderma ayuda en la vesícula?
twOjUb9O5J0	El gran maestro de la memoria, pero esto que es? Otro más? 😂😂😂😂
GxbbUIZrxn4	El hongo Maitaque imperial, es bueno para la salud ?
AgHEn_pYi3Y	El plan de compensación de GE America no es una maravilla. Es una maravilla el plan de compensación de GE en Europa o sea el uninivel , ese sí es efectivo. La pregunta es : por que siendo la misma empresa manejan planes diferentes ? Acaso es una simple franquicia donde se enriquece el dueño de GE en América que no es Mr Leow
KPj6ShsS5KQ	El tres en uno tiene lactosa ??
EkLiJaDJDfI	Elimina metales pesados? Que recomienda más Graviola o reishi? Gracias
2qSwBHBb83M	En  mi pais,Bolivia habra ganoderma lucidum?me pregunto
aCj_oZbPABA	En Argentina se consigue este hongo en forma de medicamento? Gracias. Tiene nombre comercial ?
_mPUaLgHG2k	En Peru donde lo puedo conseguir la GANODERMA? ALGUIEN PORFAVOR?😢
aCj_oZbPABA	En Srgentina se llama Ganadería?
KPj6ShsS5KQ	En Venezuela donde lo puedo encontrar?
5IvXr19NGEE	En el octagono del producto dice que tiene un alto nivel de azúcar, y grasas saturadas. Y al revisar uno solo, sale que el componente principal es el azucar. Algo al respecto?
b3LN3hl5k7c	En el video muestra un certificado de Chile, si te fijas en la parte de abajo hay una dirección web, quizá eso te pueda ayudar;  ...pero también tienes razón, a parte de ese documento, ¿por qué no hay otros que lo avalen o lo desmientan? y si los hay ¿porque no lo difunden abiertamente?. todas compañias debrían ser más transparentes sobre este punto.
2qSwBHBb83M	En moneda peruana cuanto seria?
KPj6ShsS5KQ	En un sobre dice no apto para diabeticos. Porque?
RSKnmoLix8A	Entiendo perfectamente; el Dr. La Rosa a veces da muchísima información técnica que puede resultar abrumadora. Para que no te marees, acá te paso en limpio y de forma bien directa cómo te pueden ayudar estos hongos según lo que explica en el video: / Los beneficios principales se dividen según el tipo de hongo: /  * Melena de León (El hongo para el cerebro): /    * Mejora la memoria y la concentración: Ayuda a crear neuronas nuevas y a que las conexiones entre ellas sean más rápidas. /    * Estado de ánimo: Ayuda a reducir el estrés y puede mejorar síntomas de ansiedad o depresión ligera. /  * Reishi (El hongo para el relax y defensas): /    * Ayuda a que el cuerpo gestione mejor el estrés y mejora el sistema inmune. /  * Cordyceps (El hongo para la energía): /    * Mejora el rendimiento físico y mental, ayudando a que te canses menos. /  * Chaga (El antioxidante): /    * Es muy potente para reducir la inflamación y proteger las células del envejecimiento. / En resumen, ¿te van a ayudar? / Si buscás enfocarte mejor, tener más energía mental o proteger tu cerebro a largo plazo, el video sugiere que sí. / La recomendación final del video: Simplemente incorporalos a tu dieta (como alimento) o como suplemento si querés un efecto más específico en tu capacidad cognitiva. ¡Espero que esto te sirva para bajar a tierra tanta información!
RSmvRsGpkNA	Envió GRATIS el libro de beneficios y propiedades del ganoderma Lucidum. / Gracias Dr. Que espacio tan enriquecedor el que usted siempre nos brinda en cada tema que toca referente a la salud. Tengo 13 años de experiencia en el Ganoderm Lucidum,  /  / ESCRIBENOS y te ampliamos la INFORMACION. / https://bit.ly/InformesalWhatsApp /  / https://www.instagram.com/jaimevargas.oficial?r=nametag
KPj6ShsS5KQ	Es bueno para gastritis ?? Tengo gastritis helicobacter  pylori. O q es bueno para hacer tratamiento xfa 🥺🥺
6of1xw9rTa4	Es bueno para la metastasis de higado?
XMq1m983RHg	Es el mismo hongo Ganoderma?
XMq1m983RHg	Es el mismo que Ganoderma?
EkLiJaDJDfI	Es normal que me haya brotado alergia en mi cara?
_mPUaLgHG2k	Es obvio el Gobierno Colombiano no le conviene que una Bióloga de a conocer información acerca de los beneficios del Ganoderma Lucidum como opción para combatir diversas enfermedades entre ellas el cáncer, y claro el conocimiento haría que muchos colombianos dejaran de depender de los tratamientos deplorables de las EPS.  https://www.youtube.com/watch?v=ng95Z4i8vK0 y https://www.youtube.com/watch?v=hzYFy46rkNs&t
KPj6ShsS5KQ	Es verdad que este producto es bueno para el vitiligo? De ser asi donde lo puedo conseguir en Ecuador? Saludos
B1tc7OHfSps	Eso q quiere decir q sus productos son de mala calidad pregunto?? X q la verdad no entendí. Lo digo x q me recomendaron consumir estos productos  x  q me dijeron q para mis. Complicasiones q tengo me iban a servir mucho. Apenas empeze hoy. Entonces q hago  x q según el titular del vídeo  son  malos. Alguien me podría ayudar x favor gracias
XMq1m983RHg	Este es el mismo gano café  ? Y cuantos sobres de café puedo preparar diariamente?
aCj_oZbPABA	Este es el mismo gano café?
KPj6ShsS5KQ	Este hongo también ayuda para La anemia?
5IvXr19NGEE	Este vita cafe gadoderma sirve para el hipotiroidismo?
KeghrBg0yVo	Esto es lo mismo que dxn o es otra empresa?
1WEddQb6USI	Esto no es dañino mientras el paciente tiene diabetes?
Xgh1cW3kQ20	Esto podrá ser literalmente un HONGO MÁGICO? Tamayo en el caso.... (*Música de espías*)
KPj6ShsS5KQ	Estoy en Madrid y quisiera ubicar donde lo puedo comprar?
2qSwBHBb83M	Excelente informacion. Experiencia para sistema linfatico? Como se tomaria.?
Xp__l8Rbwwc	Excelente presentación tiene algún número para comunicarse? Gracias
RSKnmoLix8A	Exelente como siempre !!👏🏻 Y de los 🍄 que contiene psilocibina que info nos podría brindar doc ?.
gIsNsvKkQwY	Exelente mi doc bello Dios me lo bendiga , se le quiere de gratis🙏🇻🇪donde puedo conseguir el ganoderma???
Xgh1cW3kQ20	Existen unos 150 países con legislación dedicada a la Distribución en Red, hoy ya cuenta con 180 millones de personas ejerciendo la profesión de Distribuidor Independiente, denominados dentro de la Industria: Networkers. / Es un trabajo como cualquiera, lo que sucede es que quienes entran creen que en unos meses obtendrán lo que sabemos cuesta más tiempo.  / ¿Cuéntenme que trabajo hacen por 1 o 2 años y ya no hacen más nada más nunca?, No existe algo así.  / Es lógico que hay personas que optan por trabajar en esta industria gran parte de su vida, como también algunos que tienen resultados rápidamente.  /  / Hablemos de 2 conceptos: / Una pirámide es la captación de dinero de manera ilegal dónde te entregan nada a cambio.  /  / Una red de mercadeo: es el intercambio de un producto o servicio, entre una empresa y un consumidor,  debe tener oficinas física en el país, y estar legislado legalmente como tal, tener convenios con la banca nacional, y tener un producto físico, Físico!!!.  / "Una empresa ilegal nisiquiera se molesta con tener convenios bancarios".  /  / El hecho de que no le funcione a algunos, no significa que no funciona para todos, busquen e investiguen bien, que sinceramente por desconocimiento e ignorancia es la peor manera de argumentar, analicen, conozcan y tengan criterios con base a argumentos contundentes, no a opiniones. 🙂
_mPUaLgHG2k	Falta de Cultura y respeto por los que piensan diferente.  comunicadora que pretende?  Pisotear a una mujer? A alguien que está en un cargo por sus méritos y no por atributos.
Xp__l8Rbwwc	Favor sacsme de una duda  / Con el plan de 200$ ya la persona puede  trabajar dicho plan con personas a nivel internscionsl. Es decir  csptar y reclutsr personas  que vivsn en otro pais?????
gIsNsvKkQwY	Felíz año para el 2024 doctor Landivar. Caí en depresión y estoy tomando antidepresivo, puedo tomar café con ganoderma?
B1tc7OHfSps	Fracaso? No hablas desde la ignorancia papi
RSKnmoLix8A	Genial! Podrías hacer un vídeo sobre movilidad? Te escuché decir que es muy importante para la longevidad. Podrías explicar cuales son los principales desajustes que solemos tener y ejercicios para mejorar. Muchas gracias!!
GxbbUIZrxn4	Gracias Dr por tomar de su valioso tiempo para instruirnos  / Tengo tiempo siguiéndolo / Y quiero pedirle si puede hablar sobre la densidad mamaria  / Que se puede hacer ?
U4D7lr4fmLU	Gracias Dr! No dijo cómo tomarlo 👋🏼👋🏼👋🏼.. supongo que te o café .. ya encargué el mío .. como obtenemos sus productos en Estados Unidos?
U4D7lr4fmLU	Gracias Dr. Me podría escribir como se dice en chino reichi ?? Desde ya, su like 😌😀😁
aCj_oZbPABA	Gracias doctor muy buen video, ¿podria hablar sobre el inmunocal?
aCj_oZbPABA	Gracias doctor por el video muy importante  . Quisiera saber si tiene cura el artritis?
1WEddQb6USI	Gracias doctor por sus orientaciones..yo tomo ganodermo 3:1. Me ayudamucho..quienes no deben tomarlo?
U4D7lr4fmLU	Gracias por compartir tus conocimientos qué pasa si doy alérgico a la lactosa puedo tomar el hongo .?  Saludos y  muy agradecida
1WEddQb6USI	Gracias por la información Doctor, es utilizable este producto en personas que tuvieron crísis diabética (problemas de riñon, de presión alta-baja, retinopatía y pie diabético)?
Xp__l8Rbwwc	Gracias por la información. / ¿En Ecuador existe gano excel?
YgtG_CLiEqQ	Gracias por su importante aporte.  Quisiera saber ¿que opina del plan de compensacion BINARIO HIBRIDO?
7i7uIMDsw3A	Gracias por tus testimonios , consulta después de hacer este tratamiento se ISO una endoscopia gástrica para saber cómo está el estómago??
1WEddQb6USI	HOLA disculpen, quiza alguien sabra quien vende el ganoderma que dice el Dr Landivar en este video ,? estoy en Lima Peru
twOjUb9O5J0	Has oido hablar de Andreu Bacardit? Si investigas encontraras cosas sorprendentes. Un saludo
EkLiJaDJDfI	Hla pued tomar ambos juntos con melena d leon?
4p3Gy2GQmQE	Hoa sr ricardo, mi pregunta es. Hay  que haser paquetes empresariales para poder ganar dinero?
